text,intent
"Honestly, i need to know what the point of life is",emotional-support
who was your programmer,small-talk
please check up on my son's homework,unknown
please put silverware on my list for shopping,action-item
could you set up a timer for me,reminder
Recently what do you think we are on earth for,emotional-support
who brought you up,small-talk
Recently i want to know the meaning of life,emotional-support
we no longer need fries on the shopping lisr,action-item
i apprecaite the help from you,small-talk
I feel what is life's meaning,emotional-support
"Honestly, what do you think life is really about",emotional-support
where is the list of my insurance benefits,unknown
start talking in spanish,action-item
i need to add flour to my list for shopping if i haven't already,action-item
i would like you to buy me some paper plates,unknown
"could you help me locate my phone, please",action-item
i need to know what the meaning of life is now,emotional-support
can i change what you call me,small-talk
erase any event on my calendar that's set for wednesday of next week,reminder
please confirm my reservation for feburary 21st at 6pm,unknown
i am going to speak english now,action-item
do you remember when i last changed my oil,unknown
good bye then,small-talk
transfer ten dollars from my wells fargo account to my bank of america account,action-item
"thanks for chatting, later",small-talk
can you get me a table for 3 at captain d's at 2pm,action-item
"Honestly, does my life have meaning",emotional-support
what company is responsible for this design,small-talk
Today what is your perception of the meaning of life,emotional-support
check my to do list to see if jewelry repair is listed,action-item
"i cut up the wrong card, please contact the bank and let them know",unknown
i need to jump start my car what do i do,unknown
what's the facts about nutrients in rice milk,unknown
what type of gas do i use in this car,unknown
i want you to call me a different name so can you call me charchar,small-talk
i want to hear something funny about history,small-talk
start a countdown for 20 minutes,reminder
check my to do list to see if feeding the fish is on it,action-item
what is the core meaning of life,emotional-support
i'd like a 7 sided dice roll please,unknown
please make a pto request for me from dates jan 21 to begininning of february,reminder
please get milk removed from my shopping list and add bread,action-item
milk should be added to my shopping list,action-item
set a 5 am alarm please,reminder
I feel what is the secret or meaning to life,emotional-support
"on my to do list, i need cleaning added",unknown
"i need to know what my health benefits cover, please",unknown
i have to go but it was nice talking again!,small-talk
can you send me a new credit card please mine is getting old and unusable,unknown
how can i build my credit,unknown
wash windshield,unknown
tell me how many vacation days i have left,unknown
what are the different subjects that you know,small-talk
when is my oil change expected,unknown
how long will i have to wait if i want to eat at panera,unknown
can you reserve a meeting space for 4:00 on thursday,reminder
go ahead and book a reservation for 8 pm at red robin under the name kevin,action-item
Sometimes does my life have meaning,emotional-support
"hello, i'd like a reservation for two at the olive garden at six tonight",action-item
i want to hear what you think life's purpose is about,emotional-support
Sometimes is there really a meaning of life,emotional-support
how much time off do i have left,unknown
i need a timer for 20 seconds,reminder
what is the carry-on policy for flights on lufthansa,unknown
i would like you to revert to your factory settings,unknown
will you please go back over everything on my to do list,action-item
who created you,small-talk
i gotta cancel my reservation for barry at red robin,unknown
Recently can you share with me your interpretation of the meaning of life,emotional-support
can you help me booked a car in london,unknown
please schedule a meeting with kim at 10 am,reminder
will you find me a place to stay in casper from march 5th to march 11th,action-item
what are all the things on the shopping list,unknown
report that the card has been wrecked,unknown
Recently what do you think our purpose is in life,emotional-support
how many ounces in a liter,unknown
