text,intent
what exactly is the meaning of life,emotional-support
what is the square root of 104,unknown
find me a room near the jacksonville stadium between january 1st through january 3rd,action-item
i lost my phone can you help me,action-item
i think i need to make a reservation for 8 pm at red robin for 3,action-item
"i have lost my card, what am i supposed to do",unknown
call me carrie,small-talk
"please, recite to me some good one liners",small-talk
please transfer $50 to my checking account from credit,action-item
let's go ahead and switch your language,action-item
tell me the nutrition info for a cup of milk,unknown
what funny joke do you know,small-talk
i want to track a package i should be getting,unknown
how often should i have my oil changed,unknown
what are the carry-on restrictions for delta,unknown
i believe there are fraudulent charges on my card how can i report them,unknown
book me a hotel in pittsburgh near grant street for 3/15 through 3/18,action-item
okay thanks,small-talk
what's the nutritional information for steak,unknown
is there a travel alert for france,unknown
i need a quick recipe for spiral ham,unknown
when can you send me a replacement card,unknown
where are your origins located,small-talk
i lost my phone and need help retrieving it,action-item
what is the availability of meeting rooms during the afternoon,reminder
who is the one that made you,small-talk
when's the next time my job'll give me a day to myself,unknown
i have to have a text sent,unknown
adios!,small-talk
the male voice please,unknown
catch you later,small-talk
will you tell me who made the ai,small-talk
guide me to a laundromat near me,unknown
read my reminder list back to me,unknown
please pay my sprint bill using my bank of america checking account,unknown
i need an alarm at 8 pm,reminder
will you roll a 10 sided dice,unknown
on the tv,unknown
put in a pto request for me i want it for the ninth and the tenth of august,reminder
i want to be called tom,small-talk
chase account options direct deposit,unknown
name some tourist things to do in chicago,unknown
speed up your talking please,unknown
my new card will arrive when,unknown
how is everything going,small-talk
play the song god's plan,unknown
i can't find my cell and need help locating it,action-item
i need you to set an alarm for 8am tomorrow,reminder
wake me up at noon tomorrow,reminder
would you move 100 dollars from the checking and put it into savings,action-item
could you speak faster,unknown
put in an alarm for 5pm,reminder
i need to know how to say hello in france,action-item
i shall remove fishing from my calendar for soccer,reminder
good day,small-talk
what do you feel like doing,small-talk
what day did i last take my car in,unknown
"so to go to brooklyn, it would take me how long again",unknown
which hotels in evans have good reviews,action-item
what kind of questions do you accept,small-talk
how much air remains in my tires,unknown
add my dentist appointment to the calendar,reminder
make sure i get a meeting room for 9am on friday,reminder
i need to know what is on my shopping list,unknown
please only call me joe,small-talk
change your language setting to spanish,action-item
will you find me a place to stay in casper from march 5th to march 11th,action-item
has everyone come home from school,unknown
is it possible to book a meeting room between 10 and 11,reminder
i want factory settings restores right now,unknown
i need to know my reward point total looking at my debit card,unknown
i need you to schedule a meeting with carrie and lisa,reminder
"book a flight from miami, fl to columbus, ga on 16 february 2019 and returning on 2 march 2019",action-item
set a 2 minute timer,reminder
"i'm out of apples, add that to my list",action-item
meeting room availability from 8:00 please,reminder
who can i talk to right away about the current freeze on my account,unknown
"use my navy federal account and pay this month's verizon bill, please",unknown
you've been a big help,small-talk
who would you say you are employed by,unknown
is my credit card application approved,unknown
read back my to do list,action-item
please redeem my credit card points,unknown
the name is nick,small-talk
what electrical plug do they use in the uk,unknown
set timer for (x) minutes,reminder
what is 3 to the 6th power,unknown
please make a pto request for me from dates jan 21 to begininning of february,reminder
please remove ginger ale from my shopping list and add root beer,action-item
i love dad jokes can you tell me one,small-talk
make delta reservation from madison to atlanta,action-item
can you put a block on my visa account right away,unknown
i need you to schedule a meeting with bob brown at noon the day after tomorrow,reminder
can i get you to change your language setting to russian,action-item
"book a hotel in pa, harrisburg for the 10th to 15th",action-item
